# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "24" "-F" "GFF" "-t" "gene" "-g" "ID" "-s" "2" "-a" "/mnt/data/transcriptomica/iperez/proyectofinal/data/genomes/E_coli_and_T4_fixed.gff" "-o" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/featureCounts/gene_counts.txt" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013136.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013137.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013138.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013139.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013140.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013141.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013142.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013143.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013144.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013145.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013146.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013147.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013148.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013149.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013150.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013136.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013137.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013138.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013139.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013140.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013141.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013142.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013143.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013144.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013145.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013146.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013147.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013148.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013149.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013150.bam
gene-b3643	ENA|U00096|U00096.3	3815863	3816549	-	687	168	558	351	528	1114	377	1864	2204	1643	3748	4892	5638	1806	5652	3165
gene-b3644	ENA|U00096|U00096.3	3816676	3817539	+	864	241	779	490	1165	1979	739	2657	2902	2286	5528	8601	9602	3436	11087	6558
gene-b3645	ENA|U00096|U00096.3	3817760	3818584	+	825	3	8	7	15	25	8	22	35	250	94	149	239	61	118	126
gene-b3646	ENA|U00096|U00096.3	3818874	3819491	+	618	26	58	42	49	109	39	142	153	390	408	493	684	262	727	472
gene-b3647	ENA|U00096|U00096.3	3819488	3821170	-	1683	10	14	12	21	48	11	26	55	1656	145	235	341	85	256	213
gene-b3648	ENA|U00096|U00096.3	3821428	3822051	+	624	208	811	503	798	1944	663	2907	3149	2281	8887	12555	16155	4639	10956	8804
gene-b3649	ENA|U00096|U00096.3	3822106	3822381	+	276	298	1079	714	1351	2354	889	4340	4435	2563	9286	12356	15982	5381	13079	10720
gene-b3650	ENA|U00096|U00096.3	3822400	3824508	+	2109	485	1658	1079	2030	4377	1636	7289	7088	5761	19739	24708	31519	11388	25988	19971
gene-b3651	ENA|U00096|U00096.3	3824515	3825204	+	690	100	262	177	356	659	239	1140	1129	947	3261	3663	4061	1546	3026	3889
gene-b3652	ENA|U00096|U00096.3	3825210	3827291	+	2082	140	461	301	577	1061	409	1583	1540	2221	4725	7071	8239	2946	5060	4960
gene-b3653	ENA|U00096|U00096.3	3827460	3828665	-	1206	775	2738	1697	2788	5117	1647	5769	6299	4976	26033	42794	55530	19627	54179	37165
gene-b3654	ENA|U00096|U00096.3	3828945	3830336	+	1392	276	1010	578	1068	2272	735	5853	6237	4248	3860	2957	2658	4720	7191	5881
gene-b3655	ENA|U00096|U00096.3	3830457	3832166	+	1710	185	624	390	574	992	351	1138	1336	1502	6436	9051	12956	4899	11807	11185
gene-b3656	ENA|U00096|U00096.3	3832219	3834537	-	2319	29	81	43	76	183	64	147	173	1344	695	1142	1593	463	1102	982
gene-b3657	ENA|U00096|U00096.3	3834547	3835929	-	1383	2	4	6	7	13	6	18	24	1009	93	135	197	56	140	135
gene-b3658	ENA|U00096|U00096.3	3836222	3836316	+	95	4	18	13	14	27	8	27	46	165	73	58	155	26	86	65
gene-b3659	ENA|U00096|U00096.3	3836953	3838137	+	1185	0	2	1	3	16	5	22	20	559	45	77	87	21	44	53
gene-b3660	ENA|U00096|U00096.3	3838248	3839171	+	924	18	68	47	100	162	63	207	203	676	722	945	1445	473	1027	908
gene-b4797	ENA|U00096|U00096.3	3838642	3838701	-	60	1	7	2	5	22	4	22	27	294	51	80	80	15	68	52
gene-b3661	ENA|U00096|U00096.3	3839175	3839993	-	819	35	135	80	193	406	125	452	448	665	1244	2214	2368	892	2516	1627
gene-b4555	ENA|U00096|U00096.3	3840215	3840508	+	294	1	3	5	10	14	3	20	15	119	61	71	113	26	73	49
gene-b3662	ENA|U00096|U00096.3	3840549	3841739	-	1191	89	275	152	291	529	218	1090	1072	2123	2088	2458	3349	1135	2129	1902
gene-b3663	ENA|U00096|U00096.3	3841950	3842402	-	453	23	79	53	76	179	51	196	200	485	722	1018	1458	471	1087	1142
gene-b3664	ENA|U00096|U00096.3	3842455	3843789	-	1335	2	2	0	8	11	1	17	30	1086	35	42	71	17	57	48
gene-b3665	ENA|U00096|U00096.3	3843964	3845730	+	1767	12	48	37	195	186	109	555	423	1119	286	335	450	196	373	395
gene-b4829	ENA|U00096|U00096.3	3845730	3845995	-	266	0	0	0	0	0	0	0	1	21	1	1	0	0	1	1
gene-b3666	ENA|U00096|U00096.3	3845776	3847167	-	1392	3	25	10	18	53	15	44	60	647	70	102	145	55	98	118
gene-b3667	ENA|U00096|U00096.3	3847305	3848624	-	1320	11	32	21	44	79	31	120	128	1391	293	347	610	121	356	384
gene-b3668	ENA|U00096|U00096.3	3848634	3850136	-	1503	21	75	54	74	159	63	271	307	1273	388	465	610	315	642	547
gene-b3669	ENA|U00096|U00096.3	3850136	3850726	-	591	23	70	46	56	148	58	232	316	717	409	562	662	293	1021	502
gene-b3670	ENA|U00096|U00096.3	3850802	3851092	-	291	9	23	13	45	48	29	96	77	238	221	291	455	224	434	475
gene-b3671	ENA|U00096|U00096.3	3851096	3852784	-	1689	67	182	155	298	385	181	632	553	1388	1697	2119	3300	1505	3435	2921
gene-b3672	ENA|U00096|U00096.3	3852890	3852988	-	99	18	176	110	194	382	111	715	597	193	1539	592	2534	860	2139	2057
gene-b4616	ENA|U00096|U00096.3	3853118	3853257	-	140	0	2	0	1	1	3	9	5	26	13	17	33	4	22	20
gene-b4618	ENA|U00096|U00096.3	3853553	3853642	+	90	581	1510	1283	1760	2238	1095	1977	1648	965	1805	2838	3318	1410	3088	2462
gene-b4798	ENA|U00096|U00096.3	3853766	3853840	-	75	0	3	2	3	5	2	3	7	72	29	20	58	17	32	34
gene-b3673	ENA|U00096|U00096.3	3853922	3855106	+	1185	33	127	67	112	255	82	383	410	1516	534	810	981	125	437	308
gene-b3674	ENA|U00096|U00096.3	3855114	3855611	-	498	5	23	20	40	87	21	52	50	331	269	670	1085	368	809	939
gene-b3675	ENA|U00096|U00096.3	3855608	3855970	-	363	1	10	3	9	21	9	36	33	175	111	140	224	73	150	152
gene-b3676	ENA|U00096|U00096.3	3855960	3856307	-	348	3	12	6	17	37	5	41	45	284	117	164	257	73	221	179
gene-b3677	ENA|U00096|U00096.3	3856415	3856864	+	450	3	20	8	31	46	19	62	65	292	177	229	402	125	326	244
gene-b3678	ENA|U00096|U00096.3	3856911	3858404	-	1494	6	15	7	24	33	9	46	45	764	101	188	246	63	207	163
gene-b3679	ENA|U00096|U00096.3	3858401	3860116	-	1716	0	2	3	4	20	2	21	27	885	59	87	132	39	87	100
gene-b3680	ENA|U00096|U00096.3	3860283	3861176	+	894	1	2	1	6	13	6	10	12	373	26	52	84	22	40	40
gene-b3682	ENA|U00096|U00096.3	3861987	3862472	-	486	0	2	0	2	8	5	8	2	377	17	29	44	16	35	20
gene-b3683	ENA|U00096|U00096.3	3862497	3863603	-	1107	1	3	1	5	4	0	5	4	882	12	19	27	6	25	16
gene-b3684	ENA|U00096|U00096.3	3863899	3864615	+	717	3	5	0	5	14	7	5	15	639	41	50	89	20	109	82
gene-b3685	ENA|U00096|U00096.3	3864612	3866273	-	1662	24	109	52	119	224	100	230	282	1545	1353	1886	3371	721	1883	2165
gene-b3686	ENA|U00096|U00096.3	3866469	3866897	-	429	99	165	162	217	263	146	311	258	306	468	588	735	218	472	453
gene-b3687	ENA|U00096|U00096.3	3867009	3867422	-	414	97	203	207	302	463	197	705	638	451	1602	1764	2199	940	2188	1911
gene-b3688	ENA|U00096|U00096.3	3867728	3868060	+	333	18	62	41	67	138	40	146	203	384	391	636	1031	306	843	701
gene-b3689	ENA|U00096|U00096.3	3868062	3869309	-	1248	57	205	129	227	419	131	313	381	1033	1918	3079	4136	1822	3746	3579
gene-b3690	ENA|U00096|U00096.3	3869377	3870441	+	1065	2	7	5	14	27	6	25	22	554	107	145	264	70	155	205
gene-b3691	ENA|U00096|U00096.3	3870438	3871730	-	1293	6	15	10	14	30	12	29	53	920	111	202	286	76	226	231
gene-b4478	ENA|U00096|U00096.3	3871850	3872998	-	1149	9	13	10	26	38	22	30	44	667	115	189	279	107	232	223
gene-b4477	ENA|U00096|U00096.3	3872995	3873612	-	618	1	16	11	11	32	10	35	26	477	98	156	278	103	206	242
gene-b3693	ENA|U00096|U00096.3	3873596	3874474	-	879	7	27	18	34	39	26	54	59	319	187	270	465	152	299	334
gene-b4479	ENA|U00096|U00096.3	3874471	3875160	-	690	11	60	52	80	101	40	157	146	477	491	733	1065	403	833	794
gene-b3696	ENA|U00096|U00096.3	3875438	3876094	+	657	2	15	5	13	32	8	36	52	207	160	233	338	95	517	237
gene-b3697	ENA|U00096|U00096.3	3876140	3876952	-	813	220	945	535	1206	2242	753	2855	2901	2047	7097	11872	14420	4795	12714	9128
gene-b3698	ENA|U00096|U00096.3	3877067	3877465	-	399	4	22	6	36	54	15	101	117	398	222	307	417	148	478	316
gene-b3699	ENA|U00096|U00096.3	3877705	3880119	-	2415	869	2489	1695	3502	5901	2225	9981	9965	6772	19615	22878	26133	12966	31973	25259
gene-b3700	ENA|U00096|U00096.3	3880148	3881221	-	1074	78	225	121	319	599	240	1206	1268	1328	2428	3185	2702	1010	1692	1942
gene-b3701	ENA|U00096|U00096.3	3881221	3882321	-	1101	228	806	550	951	1851	692	3663	3825	3093	7124	7155	8055	3925	8943	7988
gene-b3702	ENA|U00096|U00096.3	3882326	3883729	-	1404	378	1548	955	1465	3356	1237	5206	6102	4484	13215	19492	20929	7404	22396	13746
gene-b4757	ENA|U00096|U00096.3	3884026	3884106	+	81	0	1	0	2	6	4	16	7	50	12	15	31	8	24	23
gene-b3703	ENA|U00096|U00096.3	3884336	3884476	+	141	485	1590	1199	4507	8723	3502	17386	14622	7869	18724	17605	27600	9906	27211	18628
gene-b3704	ENA|U00096|U00096.3	3884493	3884852	+	360	354	1469	918	2437	5327	2166	11443	9640	7414	16812	21643	24439	7127	13008	10639
gene-b4557	ENA|U00096|U00096.3	3884816	3885073	+	258	111	460	309	588	1519	674	3136	2402	2229	4381	5246	5411	1894	3526	2794
gene-b3705	ENA|U00096|U00096.3	3885076	3886722	+	1647	1446	4562	3147	6458	12394	5048	27384	25547	16735	38969	37835	41436	20596	45013	33821
gene-b3706	ENA|U00096|U00096.3	3886828	3888192	+	1365	116	421	264	567	1206	470	2330	2488	2357	3005	3618	4475	1907	4759	3772
gene-b3707	ENA|U00096|U00096.3	3888435	3888509	+	75	0	0	0	0	0	0	1	1	4	0	0	1	0	0	0
gene-b3708	ENA|U00096|U00096.3	3888730	3890145	+	1416	4	5	7	5	19	6	32	22	681	55	81	153	39	139	120
gene-b3709	ENA|U00096|U00096.3	3890236	3891483	+	1248	1	5	6	13	23	10	29	34	697	39	74	99	15	62	55
gene-b3710	ENA|U00096|U00096.3	3891615	3892790	+	1176	9	37	17	24	41	12	69	79	643	221	253	351	115	269	200
gene-b3711	ENA|U00096|U00096.3	3892765	3893724	+	960	10	62	40	61	121	40	130	137	533	638	969	1319	334	771	847
gene-b3712	ENA|U00096|U00096.3	3893881	3894630	+	750	67	310	142	292	666	203	646	656	521	2769	4904	7237	1927	4264	4072
gene-b3713	ENA|U00096|U00096.3	3894652	3895218	+	567	64	243	139	188	413	139	336	441	500	1716	3205	4519	1422	4167	2772
gene-b3714	ENA|U00096|U00096.3	3895272	3896609	-	1338	226	572	375	884	1829	556	3590	3642	2599	4915	3994	5004	3125	6656	6489
gene-b3715	ENA|U00096|U00096.3	3896774	3897439	+	666	56	123	72	358	447	150	736	444	480	944	1009	1324	727	1252	1113
gene-b3716	ENA|U00096|U00096.3	3897506	3897973	+	468	4	6	3	18	46	15	79	53	262	135	186	219	76	141	120
gene-b3717	ENA|U00096|U00096.3	3898022	3898609	+	588	20	52	26	92	188	67	254	242	706	608	812	1123	290	701	729
gene-b3718	ENA|U00096|U00096.3	3898671	3899393	-	723	3	15	11	33	62	25	67	65	635	141	189	320	84	188	188
gene-b3719	ENA|U00096|U00096.3	3899408	3900577	-	1170	4	1	5	9	12	5	21	15	433	36	33	68	30	45	48
gene-b3720	ENA|U00096|U00096.3	3900604	3902220	-	1617	1	12	6	21	17	11	46	18	725	54	57	72	33	56	62
gene-b3721	ENA|U00096|U00096.3	3902289	3903701	-	1413	2	8	7	8	17	11	23	34	727	110	154	285	67	159	210
gene-b3722	ENA|U00096|U00096.3	3903720	3905597	-	1878	5	9	1	13	15	7	10	22	1288	51	59	87	25	78	49
gene-b3723	ENA|U00096|U00096.3	3905731	3906567	-	837	0	2	1	2	3	0	9	6	428	9	18	28	4	6	13
gene-b3724	ENA|U00096|U00096.3	3906853	3907578	-	726	32	90	78	134	298	100	358	445	492	755	1269	1492	602	1565	1311
gene-b3725	ENA|U00096|U00096.3	3907593	3908366	-	774	45	125	89	162	309	150	394	542	819	892	1441	1736	642	1458	1512
gene-b3726	ENA|U00096|U00096.3	3908549	3909439	-	891	20	58	42	78	143	51	193	239	815	342	434	516	244	579	472
gene-b3727	ENA|U00096|U00096.3	3909439	3910398	-	960	20	99	54	75	209	72	236	348	533	512	763	979	368	1050	674
gene-b3728	ENA|U00096|U00096.3	3910485	3911525	-	1041	50	177	123	115	309	94	303	379	697	846	1775	1973	500	1497	1008
gene-b3729	ENA|U00096|U00096.3	3911839	3913668	-	1830	1074	3550	2387	4399	8349	3113	12615	12139	8359	36097	49349	54444	21704	53864	40875
gene-b3730	ENA|U00096|U00096.3	3913830	3915200	-	1371	1150	4374	2941	4133	8234	2867	10845	11893	8032	42606	58034	69787	24454	59427	46351
gene-b3731	ENA|U00096|U00096.3	3915553	3915972	-	420	1308	3795	2914	9437	13008	5816	23604	17615	10124	27433	35479	54412	24392	51320	61149
gene-b3732	ENA|U00096|U00096.3	3915993	3917375	-	1383	3274	9123	6547	19012	27120	11299	53815	42670	23355	68441	88474	136643	63261	134798	161893
gene-b3733	ENA|U00096|U00096.3	3917402	3918265	-	864	1346	3509	2590	7502	12355	5194	25088	21451	12430	31533	39717	56766	25606	60219	68715
gene-b3734	ENA|U00096|U00096.3	3918316	3919857	-	1542	4364	11968	8577	23392	34777	13959	74170	57310	32783	96879	125077	171694	77230	166209	179825
gene-b3735	ENA|U00096|U00096.3	3919870	3920403	-	534	805	1933	1375	3565	6226	2638	11747	9218	6142	24918	31911	40564	17429	37383	38857
gene-b3736	ENA|U00096|U00096.3	3920418	3920888	-	471	1379	3526	2481	6065	9948	3858	18145	14213	9853	38204	47659	63141	26541	56169	56870
gene-b3737	ENA|U00096|U00096.3	3920950	3921189	-	240	1115	3237	2200	4954	8078	2637	13651	11604	6088	32582	35505	51737	22623	46532	46606
gene-b3738	ENA|U00096|U00096.3	3921236	3922051	-	816	705	2125	1371	2441	4400	1523	6569	6346	3881	25983	31423	40558	16697	38449	29359
gene-b3739	ENA|U00096|U00096.3	3922060	3922440	-	381	168	511	369	618	1377	438	1903	2092	1485	8272	10343	15759	3949	12912	9982
gene-b3740	ENA|U00096|U00096.3	3923057	3923680	-	624	78	200	144	350	744	269	1392	1611	1252	2980	2785	2952	1094	2256	2318
gene-b3741	ENA|U00096|U00096.3	3923744	3925633	-	1890	405	1166	792	1308	3016	1227	5289	6510	5775	7844	7439	9645	4317	12414	7217
gene-b3742	ENA|U00096|U00096.3	3926012	3926455	-	444	67	256	146	278	622	211	842	756	771	2735	4097	5075	1333	3866	2774
gene-b3743	ENA|U00096|U00096.3	3926545	3927003	-	459	10	35	18	45	85	25	101	94	198	278	354	593	211	403	445
gene-b3744	ENA|U00096|U00096.3	3927155	3928147	+	993	32	105	85	82	180	68	150	208	1182	459	462	871	328	805	878
gene-b3745	ENA|U00096|U00096.3	3928152	3929603	-	1452	126	547	362	483	955	326	612	812	1279	6249	10595	14962	4080	9432	7037
gene-b3746	ENA|U00096|U00096.3	3929597	3931093	-	1497	188	578	318	588	1064	364	663	721	879	7673	13708	20474	6742	13800	13044
gene-b3747	ENA|U00096|U00096.3	3931316	3933184	+	1869	70	155	132	215	382	136	588	555	1733	2027	1943	2545	1162	3075	1892
gene-b3748	ENA|U00096|U00096.3	3933351	3933770	+	420	13	54	46	57	101	37	134	108	185	446	464	889	504	1279	739
gene-b3749	ENA|U00096|U00096.3	3933778	3935283	+	1506	1	4	2	8	16	4	17	17	706	51	91	139	42	94	93
gene-b3750	ENA|U00096|U00096.3	3935288	3936253	+	966	6	18	10	17	25	15	39	33	1069	75	122	178	66	156	108
gene-b3751	ENA|U00096|U00096.3	3936278	3937168	+	891	15	48	26	71	115	35	102	125	668	321	488	717	281	723	603
gene-b4804	ENA|U00096|U00096.3	3937045	3937278	+	234	2	6	13	23	28	13	46	49	51	80	113	148	71	163	148
gene-b3752	ENA|U00096|U00096.3	3937294	3938223	+	930	19	68	48	84	115	46	146	141	476	624	900	1335	421	1037	1044
gene-b3753	ENA|U00096|U00096.3	3938227	3939219	+	993	19	54	38	53	105	32	102	114	379	595	843	1180	447	883	835
gene-b3754	ENA|U00096|U00096.3	3939185	3940612	-	1428	48	226	134	182	406	128	248	339	765	2915	5832	8547	1935	3569	4092
gene-b3755	ENA|U00096|U00096.3	3940635	3941327	-	693	90	316	198	374	655	220	533	582	668	2960	5173	8289	3212	6202	5377
gene-b3756	ENA|U00096|U00096.3	3941808	3943349	+	1542	5	50	15	51	43	8	45	19	17	8	19	22	15	15	29
gene-b3757	ENA|U00096|U00096.3	3943435	3943510	+	76	0	0	0	0	0	0	2	4	3	2	1	5	2	7	4
gene-b3758	ENA|U00096|U00096.3	3943704	3946607	+	2904	267	2632	651	2285	1671	324	1095	862	1071	503	895	826	687	551	1403
gene-b3759	ENA|U00096|U00096.3	3946700	3946819	+	120	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0
gene-b3760	ENA|U00096|U00096.3	3946872	3946948	+	77	0	3	4	2	1	1	5	11	0	23	3	13	7	16	23
gene-b3761	ENA|U00096|U00096.3	3946957	3947032	+	76	2	10	9	13	36	14	72	95	52	205	236	190	68	266	144
gene-b4480	ENA|U00096|U00096.3	3947128	3947967	-	840	68	183	103	198	377	138	377	391	719	1748	2409	3576	1054	3040	2267
gene-b3764	ENA|U00096|U00096.3	3948086	3948424	+	339	135	472	353	763	1406	478	2046	2626	1196	5008	6061	10614	3800	12809	8674
gene-b3765	ENA|U00096|U00096.3	3948449	3949969	-	1521	5	32	20	49	88	20	90	102	801	229	293	536	158	336	361
gene-b3766	ENA|U00096|U00096.3	3950322	3950420	+	99	43	258	211	339	735	160	942	976	223	4894	2037	11765	2987	7554	10029
gene-b4669	ENA|U00096|U00096.3	3950507	3950557	+	51	7	21	14	14	35	13	50	62	73	316	282	624	232	1601	557
gene-b3769	ENA|U00096|U00096.3	3952201	3952464	+	264	48	103	82	167	162	74	319	187	259	1005	960	2285	1479	2210	2381
gene-b3770	ENA|U00096|U00096.3	3952484	3953413	+	930	557	1496	1286	3466	3821	2002	8074	5307	4401	12509	15098	25443	11601	24608	19735
gene-b3771	ENA|U00096|U00096.3	3953478	3955328	+	1851	413	1133	983	2029	2419	1356	5814	3871	3548	9193	10858	20199	8269	17866	13810
gene-b3772	ENA|U00096|U00096.3	3955331	3956875	+	1545	505	1536	1414	3540	3995	2301	10467	7108	6448	12761	16488	23092	9272	22915	17222
gene-b3773	ENA|U00096|U00096.3	3956927	3957820	-	894	30	71	41	84	158	68	152	151	1035	612	910	1308	502	1141	1140
gene-b3774	ENA|U00096|U00096.3	3957970	3959445	+	1476	4910	17237	13768	18196	28083	13457	26959	27499	26956	191272	281936	647107	199401	558767	366983
gene-b3775	ENA|U00096|U00096.3	3959532	3959813	-	282	44	192	136	482	659	310	1071	902	561	1431	1802	2257	957	2131	1795
gene-b3778	ENA|U00096|U00096.3	3960677	3962698	+	2022	73	221	175	233	603	167	759	840	1673	1665	1698	2041	1018	2166	1658
gene-b3779	ENA|U00096|U00096.3	3962745	3964229	-	1485	444	1409	991	1610	3384	1259	5022	4969	3949	10267	15473	18940	7105	16513	15803
gene-b3780	ENA|U00096|U00096.3	3964365	3965630	-	1266	711	2242	1588	2953	5781	2643	11091	11005	7227	16189	22036	32155	12552	29692	27489
gene-b3781	ENA|U00096|U00096.3	3965761	3966090	+	330	1250	4094	2933	7560	12224	4374	17047	15144	8885	37269	48947	68116	22797	53016	38684
gene-b3782	ENA|U00096|U00096.3	3966231	3966332	+	102	313	1302	819	1738	3713	1455	6867	6274	4706	17722	22790	35364	9241	18625	18341
gene-b3783	ENA|U00096|U00096.3	3966417	3967676	+	1260	3749	12451	8240	19787	38571	15609	84627	73959	48081	153232	199094	250123	78600	188966	142852
gene-b3784	ENA|U00096|U00096.3	3967916	3969019	+	1104	223	835	511	889	1897	689	3348	3117	2602	8682	10535	13106	4489	10965	7512
gene-b3785	ENA|U00096|U00096.3	3969031	3970077	+	1047	157	459	320	566	1080	414	1950	1885	1926	4955	4901	5777	2445	5983	4478
gene-b3786	ENA|U00096|U00096.3	3970133	3971263	+	1131	143	467	290	549	1062	413	1851	1918	1603	4443	6225	6517	2378	5196	3822
gene-b3787	ENA|U00096|U00096.3	3971260	3972522	+	1263	162	630	411	749	1554	622	2832	2694	2217	5623	8561	8676	3047	7524	5288
gene-b3788	ENA|U00096|U00096.3	3972522	3973589	+	1068	141	440	348	559	1113	439	1892	1643	1518	3577	5532	6299	2227	5231	4584
gene-b3789	ENA|U00096|U00096.3	3973608	3974489	+	882	96	309	244	351	714	295	1159	1000	1101	2258	3790	4559	1530	3775	3238
gene-b3790	ENA|U00096|U00096.3	3974467	3975141	+	675	63	232	133	205	416	176	594	618	600	1293	2504	2723	931	2060	2236
gene-b3791	ENA|U00096|U00096.3	3975146	3976276	+	1131	166	576	315	563	1130	394	1309	1443	1332	3364	5982	6483	2673	6488	6200
gene-b3792	ENA|U00096|U00096.3	3976278	3977528	+	1251	86	295	162	252	457	178	545	598	1210	1852	2809	3837	1257	2683	3017
gene-b4481	ENA|U00096|U00096.3	3977525	3978604	+	1080	133	339	244	303	605	228	615	716	1142	1469	1839	2362	1001	1997	1814
gene-b3793	ENA|U00096|U00096.3	3978601	3979953	+	1353	37	101	45	101	177	56	253	278	1058	825	860	1116	493	836	896
gene-b3794	ENA|U00096|U00096.3	3979956	3980696	+	741	47	92	58	101	226	61	324	366	848	1000	1233	1583	606	1183	1180
gene-b3795	ENA|U00096|U00096.3	3980887	3982272	+	1386	87	200	176	415	648	283	1234	1060	1709	1791	1838	2851	1411	2828	2677
gene-b3796	ENA|U00096|U00096.3	3982375	3982451	+	77	45	309	179	244	615	194	1469	2075	692	4005	2668	7888	1645	4525	4978
gene-b3797	ENA|U00096|U00096.3	3982509	3982585	+	77	106	388	253	394	996	327	1841	2496	890	6411	10598	11761	2117	7991	7114
gene-b3798	ENA|U00096|U00096.3	3982606	3982692	+	87	93	293	225	196	620	272	1136	1846	623	5983	10365	10863	1789	7201	5555
gene-b3799	ENA|U00096|U00096.3	3982735	3982811	+	77	11	29	23	36	100	27	196	220	122	937	1799	1960	261	1395	1000
gene-b3800	ENA|U00096|U00096.3	3982958	3984193	+	1236	4	28	15	21	104	35	254	280	479	287	515	578	127	174	167
gene-b3801	ENA|U00096|U00096.3	3984352	3986007	-	1656	3	8	5	8	14	3	20	29	243	35	68	71	29	66	64
gene-b4456	ENA|U00096|U00096.3	3986432	3986603	+	172	472	2646	2487	3731	7142	2583	8751	7900	3093	8950	5635	15670	5158	9932	12918
gene-b3802	ENA|U00096|U00096.3	3986686	3987882	-	1197	195	705	438	702	1194	444	2041	2052	1444	4835	6778	8875	3382	9089	6354
gene-b3803	ENA|U00096|U00096.3	3987885	3989066	-	1182	197	578	380	571	1087	401	1468	1439	1114	4691	6987	8908	3341	8599	6464
gene-b3804	ENA|U00096|U00096.3	3989088	3989828	-	741	104	336	188	374	651	245	833	800	841	3696	5324	7486	2524	5031	4895
gene-b3805	ENA|U00096|U00096.3	3989825	3990766	-	942	298	1083	666	1190	1866	702	2525	2335	2093	9727	14311	19095	7397	15853	13709
gene-b3806	ENA|U00096|U00096.3	3991153	3993699	+	2547	612	2103	1322	2222	4200	1577	4233	4279	3509	26587	40749	56781	17283	35134	35012
gene-b3807	ENA|U00096|U00096.3	3993739	3994059	-	321	10	27	23	65	104	34	152	132	152	295	417	506	177	391	365
gene-b3808	ENA|U00096|U00096.3	3993850	3994335	+	486	4	5	6	8	17	5	20	18	47	80	153	213	30	54	84
gene-b4558	ENA|U00096|U00096.3	3994522	3994725	+	204	33	91	64	106	154	76	221	219	182	771	879	1573	560	1585	1338
gene-b3809	ENA|U00096|U00096.3	3994762	3995586	+	825	83	261	179	322	503	248	566	602	1050	2356	3273	5166	1781	4666	4144
gene-b3810	ENA|U00096|U00096.3	3995583	3996290	+	708	92	252	158	253	399	161	529	579	873	1670	2413	3836	1386	3102	3128
gene-b3811	ENA|U00096|U00096.3	3996287	3997183	+	897	93	290	234	300	611	215	743	741	1206	2271	3657	5095	1686	4291	3960
gene-b3812	ENA|U00096|U00096.3	3997183	3997899	+	717	86	250	183	239	431	174	624	667	893	1789	2900	3979	1282	3550	2907
